Id,Code,Name,Standard Class,Domain,Vocab,Validity,Concept,Frequency,Original_Id,Original_Code,Original_Name,Original_Vocab,Mapping_Applied,Mapping_Relationship
4084179,,Fine needle biopsy of large intestine,Undefined,Procedure,SNOMED,Invalid,Non-standard,2261,2109205,45392,"Colonoscopy, flexible; with transendoscopic ultrasound guided intramural or transmural fine needle aspiration/biopsy(s), includes endoscopic ultrasound examination limited to the rectum, sigmoid, descending, transverse, or ascending colon and cecu...",CPT4,Yes,CPT4 - SNOMED eq
4065278,164850009,Ambulatory ECG,Procedure,Procedure,SNOMED,Valid,Standard,2260,4065278,164850009,Ambulatory ECG,SNOMED,No,
4178367,,Radiographic imaging procedure,Undefined,Procedure,SNOMED,Invalid,Non-standard,2260,2211727,76499,Unlisted diagnostic radiographic procedure,CPT4,Yes,CPT4 - SNOMED eq
2109110,44391,"Colonoscopy through stoma; with control of bleeding, any method",Undefined,Procedure,CPT4,Invalid,Non-standard,2257,2109110,44391,"Colonoscopy through stoma; with control of bleeding, any method",CPT4,No,
2103516,22600,"Arthrodesis, posterior or posterolateral technique, single interspace; cervical below C2 segment",Undefined,Procedure,CPT4,Invalid,Non-standard,2255,2103516,22600,"Arthrodesis, posterior or posterolateral technique, single interspace; cervical below C2 segment",CPT4,No,
4047950,,Colonoscopy with rigid sigmoidoscope through colotomy,Undefined,Procedure,SNOMED,Invalid,Non-standard,2253,2109193,45355,"Colonoscopy, rigid or flexible, transabdominal via colotomy, single or multiple (Deprecated)",CPT4,Yes,CPT4 - SNOMED eq
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,2253,2743996,06HM33Z,"Insertion of Infusion Device into Right Femoral Vein, Percutaneous Approach",ICD10PCS,Yes,Is a
4038398,,Radiologic supervision and interpretation of procedure,Undefined,Procedure,SNOMED,Invalid,Non-standard,2253,2211630,75889,"Hepatic venography, wedged or free, with hemodynamic evaluation, radiological supervision and interpretation",CPT4,Yes,CPT4 - SNOMED eq
2212492,83912,Molecular diagnostics; interpretation and report (Deprecated),Undefined,Procedure,CPT4,Invalid,Non-standard,2252,2212492,83912,Molecular diagnostics; interpretation and report (Deprecated),CPT4,No,
2211751,76811,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation plus detailed fetal anatomic examination, transabdominal approach; single or first gestation",Undefined,Procedure,CPT4,Invalid,Non-standard,2252,2211751,76811,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation plus detailed fetal anatomic examination, transabdominal approach; single or first gestation",CPT4,No,
2109112,44393,"Colonoscopy through stoma; with ablation of tumor(s), polyp(s), or other lesion(s) not amenable to removal by hot biopsy forceps, bipolar cautery or snare technique (Deprecated)",Undefined,Procedure,CPT4,Invalid,Non-standard,2251,2109112,44393,"Colonoscopy through stoma; with ablation of tumor(s), polyp(s), or other lesion(s) not amenable to removal by hot biopsy forceps, bipolar cautery or snare technique (Deprecated)",CPT4,No,
2109114,44397,Colonoscopy through stoma; with transendoscopic stent placement (includes predilation) (Deprecated),Undefined,Procedure,CPT4,Invalid,Non-standard,2250,2109114,44397,Colonoscopy through stoma; with transendoscopic stent placement (includes predilation) (Deprecated),CPT4,No,
2109109,44390,Colonoscopy through stoma; with removal of foreign body(s),Undefined,Procedure,CPT4,Invalid,Non-standard,2250,2109109,44390,Colonoscopy through stoma; with removal of foreign body(s),CPT4,No,
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,2249,2779572,0W9G30Z,"Drainage of Peritoneal Cavity with Drainage Device, Percutaneous Approach",ICD10PCS,Yes,Has access
4306666,419673001,CT of facial bones,Procedure,Procedure,SNOMED,Valid,Standard,2243,4306666,419673001,CT of facial bones,SNOMED,No,
4057410,,Intensive care monitoring,Undefined,Observation,SNOMED,Invalid,Non-standard,2241,2514569,99477,"Initial hospital care, per day, for the evaluation and management of the neonate, 28 days of age or younger, who requires intensive observation, frequent interventions, and other intensive care services",CPT4,Yes,CPT4 - SNOMED eq
4115931,256241002,Direct current,Procedure,Procedure,SNOMED,Valid,Standard,2240,2008358,99.62,Other electric countershock of heart,ICD9Proc,Yes,Using energy
2213295,88329,Pathology consultation during surgery,Undefined,Procedure,CPT4,Invalid,Non-standard,2235,2213295,88329,Pathology consultation during surgery,CPT4,No,
4043181,,Procedure on liver,Undefined,Procedure,SNOMED,Invalid,Non-standard,2231,2109326,47143,"Backbench standard preparation of cadaver donor whole liver graft prior to allotransplantation, including cholecystectomy, if necessary, and dissection and removal of surrounding soft tissues to prepare the vena cava, portal vein, hepatic artery, ...",CPT4,Yes,CPT4 - SNOMED eq
4238738,91251008,Physical therapy procedure,Procedure,Procedure,SNOMED,Valid,Standard,2230,1781161,5A0945A,"Assistance with Respiratory Ventilation, 24-96 Consecutive Hours, High Flow/Velocity Cannula",ICD10PCS,Yes,Subsumes
4044182,129287005,Incision - action,Procedure,Procedure,SNOMED,Valid,Standard,2226,2006513,86.04,Other incision with drainage of skin and subcutaneous tissue,ICD9Proc,Yes,Has method
4120835,303789009,Imaging of lower limb with contrast,Procedure,Procedure,SNOMED,Valid,Standard,2226,2788124,B41F1ZZ,Fluoroscopy of Right Lower Extremity Arteries using Low Osmolar Contrast,ICD10PCS,Yes,Is a
4336959,87529006,Membrane diffusion capacity,Undefined,Procedure,SNOMED,Invalid,Non-standard,2221,42742498,94729,"Diffusing capacity (eg, carbon monoxide, membrane) (List separately in addition to code for primary procedure)",CPT4,Yes,Maps to
44816415,43233,"Esophagogastroduodenoscopy, flexible, transoral; with dilation of esophagus with balloon (30 mm diameter or larger) (includes fluoroscopic guidance, when performed)",Undefined,Procedure,CPT4,Invalid,Non-standard,2220,44816415,43233,"Esophagogastroduodenoscopy, flexible, transoral; with dilation of esophagus with balloon (30 mm diameter or larger) (includes fluoroscopic guidance, when performed)",CPT4,No,
4085443,241462009,US scan of abdominal aorta,Procedure,Procedure,SNOMED,Valid,Standard,2219,4085443,241462009,US scan of abdominal aorta,SNOMED,No,
4013636,113091000,Magnetic resonance imaging,Procedure,Procedure,SNOMED,Valid,Standard,2215,4013636,113091000,Magnetic resonance imaging,SNOMED,No,
4171200,49281003,Diagnostic procedure on lower respiratory tract,Procedure,Procedure,SNOMED,Valid,Standard,2213,2743404,0B9J8ZX,"Drainage of Left Lower Lung Lobe, Via Natural or Artificial Opening Endoscopic, Diagnostic",ICD10PCS,Yes,Is a
4195151,44378008,Partial colectomy with anastomosis,Procedure,Procedure,SNOMED,Valid,Standard,2210,4195151,44378008,Partial colectomy with anastomosis,SNOMED,No,
2211483,73565,"Radiologic examination, knee; both knees, standing, anteroposterior",Undefined,Procedure,CPT4,Invalid,Non-standard,2209,2211483,73565,"Radiologic examination, knee; both knees, standing, anteroposterior",CPT4,No,
4264054,47079000,Ultrasonography of breast,Procedure,Procedure,SNOMED,Valid,Standard,2208,4264054,47079000,Ultrasonography of breast,SNOMED,No,
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2205,42894832,02RX0JZ,"Replacement of Thoracic Aorta, Ascending/Arch with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Has access
2108079,36215,"Selective catheter placement, arterial system; each first order thoracic or brachiocephalic branch, within a vascular family",Undefined,Procedure,CPT4,Invalid,Non-standard,2203,2108079,36215,"Selective catheter placement, arterial system; each first order thoracic or brachiocephalic branch, within a vascular family",CPT4,No,
4146171,,Hysteroscopy and endometrial biopsy,Undefined,Procedure,SNOMED,Invalid,Non-standard,2202,2110222,58558,"Hysteroscopy, surgical; with sampling (biopsy) of endometrium and/or polypectomy, with or without D & C",CPT4,Yes,CPT4 - SNOMED eq
4308718,83788002,CT of maxillofacial area with contrast,Procedure,Procedure,SNOMED,Valid,Non-standard,2199,4308718,83788002,CT of maxillofacial area with contrast,SNOMED,No,
40756896,93462,Left heart catheterization by transseptal puncture through intact septum or by transapical puncture (List separately in addition to code for primary procedure),Undefined,Procedure,CPT4,Invalid,Non-standard,2192,40756896,93462,Left heart catheterization by transseptal puncture through intact septum or by transapical puncture (List separately in addition to code for primary procedure),CPT4,No,
4084319,24174009,Bronchoscope,Procedure,Procedure,SNOMED,Valid,Standard,2187,2001353,33.23,Other bronchoscopy,ICD9Proc,Yes,Using device
4043025,,Procedure on upper extremity,Undefined,Procedure,SNOMED,Invalid,Non-standard,2180,2314139,95925,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in upper limbs",CPT4,Yes,CPT4 - SNOMED eq
4195288,,Fluoroscopy,Undefined,Procedure,SNOMED,Invalid,Non-standard,2179,2211669,76001,"Fluoroscopy, physician or other qualified health care professional time more than 1 hour, assisting a nonradiologic physician or other qualified health care professional (eg, nephrostolithotomy, ERCP, bronchoscopy, transbronchial biopsy) (Deprecated)",CPT4,Yes,CPT4 - SNOMED eq
4217769,8110000,Strapping of Unna boot,Procedure,Procedure,SNOMED,Valid,Standard,2174,4217769,8110000,Strapping of Unna boot,SNOMED,No,
927093,43762,"Replacement of gastrostomy tube, percutaneous, includes removal, when performed, without imaging or endoscopic guidance; not requiring revision of gastrostomy tract",Undefined,Procedure,CPT4,Invalid,Non-standard,2173,927093,43762,"Replacement of gastrostomy tube, percutaneous, includes removal, when performed, without imaging or endoscopic guidance; not requiring revision of gastrostomy tract",CPT4,No,
4261382,,Cardiac blood pool imaging,Undefined,Procedure,SNOMED,Invalid,Non-standard,2170,2211991,78472,"Cardiac blood pool imaging, gated equilibrium; planar, single study at rest or stress (exercise and/or pharmacologic), wall motion study plus ejection fraction, with or without additional quantitative processing",CPT4,Yes,CPT4 - SNOMED eq
4242102,,Evaluation and management of new outpatient in office or other outpatient facility,Undefined,Observation,SNOMED,Invalid,Non-standard,2169,2414391,99202,"Office or other outpatient visit for the evaluation and management of a new patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using total time on the date of the encounter ...",CPT4,Yes,CPT4 - SNOMED eq
46271612,709767008,CT of vascular structure of pelvis with contrast,Procedure,Procedure,SNOMED,Valid,Standard,2167,46271612,709767008,CT of vascular structure of pelvis with contrast,SNOMED,No,
4233420,359597003,Single internal mammary-coronary artery bypass,Procedure,Procedure,SNOMED,Valid,Standard,2155,4233420,359597003,Single internal mammary-coronary artery bypass,SNOMED,No,
2105806,28810,"Amputation, metatarsal, with toe, single",Undefined,Procedure,CPT4,Invalid,Non-standard,2145,2105806,28810,"Amputation, metatarsal, with toe, single",CPT4,No,
927177,96139,"Psychological or neuropsychological test administration and scoring by technician, two or more tests, any method; each additional 30 minutes (List separately in addition to code for primary procedure)",Undefined,Procedure,CPT4,Invalid,Non-standard,2141,927177,96139,"Psychological or neuropsychological test administration and scoring by technician, two or more tests, any method; each additional 30 minutes (List separately in addition to code for primary procedure)",CPT4,No,
4327670,,Electrophysiologic evaluation of cardioverter-defibrillator lead and/or device,Undefined,Procedure,SNOMED,Invalid,Non-standard,2141,2313854,93287,"Peri-procedural device evaluation (in person) and programming of device system parameters before or after a surgery, procedure, or test with analysis, review and report by a physician or other qualified health care professional; single, dual, or m...",CPT4,Yes,CPT4 - SNOMED eq
4024656,116859006,Transfusion of blood product,Procedure,Procedure,SNOMED,Valid,Standard,2141,2008243,99.09,Transfusion of other substance,ICD9Proc,Yes,Subsumes
42732626,93526,Combined right heart catheterization and retrograde left heart catheterization (Deprecated),Undefined,Procedure,CPT4,Invalid,Non-standard,2139,42732626,93526,Combined right heart catheterization and retrograde left heart catheterization (Deprecated),CPT4,No,
2101921,11012,"Debridement including removal of foreign material at the site of an open fracture and/or an open dislocation (eg, excisional debridement); skin, subcutaneous tissue, muscle fascia, muscle, and bone",Undefined,Procedure,CPT4,Invalid,Non-standard,2138,2101921,11012,"Debridement including removal of foreign material at the site of an open fracture and/or an open dislocation (eg, excisional debridement); skin, subcutaneous tissue, muscle fascia, muscle, and bone",CPT4,No,
40756934,37224,"Revascularization, endovascular, open or percutaneous, femoral, popliteal artery(s), unilateral; with transluminal angioplasty",Undefined,Procedure,CPT4,Invalid,Non-standard,2125,40756934,37224,"Revascularization, endovascular, open or percutaneous, femoral, popliteal artery(s), unilateral; with transluminal angioplasty",CPT4,No,
